Halobacterium sp. NRC-1, complete genome
Product Name	Start	End	Strand	Length	Gi	GeneID	Locus	Locus_tag	COG(s)
hypothetical protein VNG2646C 	1981952	1982431	-	159	15791374	1448984	-	VNG2646C	COG2016J
hypothetical protein VNG2645H 	1982514	1982789	+	91	15791375	1448985	-	VNG2645H	-
hypothetical protein VNG2647G 	1982832	1984121	+	429	15791376	1448986	vacB	VNG2647G	COG0557K
30S ribosomal protein S10P 	1984401	1984709	-	102	15791377	1448988	rps10p	VNG2648G	COG0051J
elongation factor 1-alpha 	1984713	1985978	-	421	15791378	1448989	eef1a	VNG2649G	COG5256J
Hom 	1986133	1987086	-	317	15791379	1448990	hom	VNG2650G	COG0460E
hypothetical protein VNG2652H 	1987884	1989215	-	443	15791380	1448991	-	VNG2652H	COG0675L
hypothetical protein VNG2653C 	1989233	1989631	+	132	15791381	1448992	-	VNG2653C	COG1943L
elongation factor EF-2 	1989693	1991879	-	728	16554524	1449076	EEF2	VNG2654Gm	COG0480J
hypothetical protein VNG2656H 	1992072	1992836	+	254	15791383	1448993	-	VNG2656H	-
30S ribosomal protein S7P 	1992911	1993543	-	210	15791384	1448994	rps7p	VNG2657G	COG0049J
30S ribosomal protein S12P 	1993547	1993975	-	142	15791385	1448995	rps12P	VNG2658G	COG0048J
transcription elongation factor NusA-like protein 	1994139	1994558	-	139	15791386	1448996	nusA	VNG2661G	COG0195K
DNA-directed RNA polymerase subunit A'' 	1994558	1995751	-	397	15791387	1448997	rpoC	VNG2662G	COG0086K
DNA-directed RNA polymerase subunit alpha 	1995744	1998659	-	971	16554525	1449077	rpoA1	VNG2664Gm	COG0086K
DNA-directed RNA polymerase subunit B' 	1998659	2000485	-	608	15791389	1448998	rpoB'	VNG2665G	COG0085K
DNA-directed RNA polymerase subunit beta'' 	2000487	2002058	-	523	15791390	1448999	rpoB''	VNG2666G	COG0085K
DNA-directed RNA polymerase subunit H 	2002059	2002286	-	75	15791391	1449000	rpoH	VNG2668G	COG2012K
Cyo 	2002626	2003546	-	306	15791392	1449002	cyo	VNG2669G	COG4083S
hypothetical protein VNG2673H 	2006199	2006309	-	36	15791393	1449003	-	VNG2673H	-
hypothetical protein VNG2674H 	2006446	2006856	-	136	15791394	1449004	-	VNG2674H	-
hypothetical protein VNG2675C 	2006920	2007438	-	172	15791395	1449005	-	VNG2675C	COG1309K
hypothetical protein VNG2677H 	2007840	2009699	+	619	15791396	1449006	-	VNG2677H	-
hypothetical protein VNG2678H 	2009709	2011541	-	610	15791397	1449007	-	VNG2678H	-
cell surface glycoprotein 	2011729	2014239	+	836	15791398	1449008	csg	VNG2679G	-

